DROP VIEW
CREATE VIEW
                                 lz                                 |  survey   | province_name | province_code | province_mdb_c | district_name | district_code | district_mdb_c |  municipality_name   | municipality_code | municipality_mdb_c | main_place_name | main_place_code |    village_name    | village_code |  pop  | num_sas |   approx_coord    |                 village_and_coord                 
 59209: Free State open access cattle and crops (ZAOCC)             | hea       | Free State    |             4 | FS             | Mangaung      |           499 | MAN            | Mangaung             |               499 | MAN                | Paradys         |          499019 | Paradys SP         |    499019001 |   423 |       1 | -29.0953, 26.8380 | hea - Paradys SP: -29.0953, 26.8380
 59209: Free State open access cattle and crops (ZAOCC)             | both      | Free State    |             4 | FS             | Mangaung      |           499 | MAN            | Mangaung             |               499 | MAN                | Rietfontein     |          499044 | Rietfontein SP     |    499044001 |   204 |       1 | -29.4261, 26.9380 | both - Rietfontein SP: -29.4261, 26.9380
 59209: Free State open access cattle and crops (ZAOCC)             | hea       | Free State    |             4 | FS             | Mangaung      |           499 | MAN            | Mangaung             |               499 | MAN                | Sediba A        |          499011 | Sediba A SP        |    499011001 |   444 |       1 | -29.0297, 26.9425 | hea - Sediba A SP: -29.0297, 26.9425
 59209: Free State open access cattle and crops (ZAOCC)             | continuum | Free State    |             4 | FS             | Mangaung      |           499 | MAN            | Mangaung             |               499 | MAN                | Tweefontein     |          499039 | Tweefontein SP     |    499039001 |   249 |       1 | -29.3738, 26.9326 | continuum - Tweefontein SP: -29.3738, 26.9326
 59209: Free State open access cattle and crops (ZAOCC)             | both      | Free State    |             4 | FS             | Mangaung      |           499 | MAN            | Mangaung             |               499 | MAN                | Yorksford       |          499042 | Yorksford SP       |    499042001 |   312 |       1 | -29.4140, 26.8479 | both - Yorksford SP: -29.4140, 26.8479
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | hea       | KwaZulu-Natal |             5 | KZN            | Umkhanyakude  |           527 | DC27           | Jozini               |               583 | KZN272             | Dubulwayo       |          583003 | Dubulwayo SP       |    583003001 |  1209 |       2 | -26.8791, 32.0360 | hea - Dubulwayo SP: -26.8791, 32.0360
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | hea       | KwaZulu-Natal |             5 | KZN            | Umkhanyakude  |           527 | DC27           | Jozini               |               583 | KZN272             | KwaDinabanye    |          583032 | KwaDinabanye SP    |    583032001 |   699 |       1 | -27.0595, 32.0404 | hea - KwaDinabanye SP: -27.0595, 32.0404
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | hea       | KwaZulu-Natal |             5 | KZN            | Umkhanyakude  |           527 | DC27           | Jozini               |               583 | KZN272             | Nkangala        |          583082 | Nkangala SP        |    583082001 |   354 |       1 | -27.5516, 32.0525 | hea - Nkangala SP: -27.5516, 32.0525
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | both      | KwaZulu-Natal |             5 | KZN            | Umkhanyakude  |           527 | DC27           | Jozini               |               583 | KZN272             | eMombeni        |          583048 | eMombeni SP        |    583048001 |  2076 |       3 | -27.2802, 31.9973 | both - eMombeni SP: -27.2802, 31.9973
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | both      | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Msinga               |               576 | KZN244             | Gqohi           |          576019 | Gqohi SP           |    576019001 |  2841 |       2 | -28.6478, 30.5316 | both - Gqohi SP: -28.6478, 30.5316
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | continuum | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Nqutu                |               575 | KZN242             | Dunudunu        |          575107 | Dunudunu SP        |    575107001 |  1056 |       1 | -28.3595, 30.6017 | continuum - Dunudunu SP: -28.3595, 30.6017
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | hea       | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Nqutu                |               575 | KZN242             | Mpukunyoni      |          575140 | Mpukunyoni SP      |    575140001 |   552 |       1 | -28.5694, 30.7169 | hea - Mpukunyoni SP: -28.5694, 30.7169
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | hea       | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Nqutu                |               575 | KZN242             | Nhloya          |          575115 | Nhloya SP          |    575115001 |   480 |       1 | -28.3717, 30.6505 | hea - Nhloya SP: -28.3717, 30.6505
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | hea       | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Umvoti               |               577 | KZN245             | Emakhabeleni    |          577005 | Emakhabeleni SP    |    577005001 |   537 |       1 | -28.8293, 30.8591 | hea - Emakhabeleni SP: -28.8293, 30.8591
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | continuum | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Umvoti               |               577 | KZN245             | Ningisa         |          577011 | Ningisa SP         |    577011001 |   654 |       1 | -28.8296, 30.7460 | continuum - Ningisa SP: -28.8296, 30.7460
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | continuum | KwaZulu-Natal |             5 | KZN            | Uthukela      |           523 | DC23           | Emnambithi/Ladysmith |               514 | KZN232             | Doornkloof      |          514020 | Doornkloof SP      |    514020001 |  3888 |       3 | -28.6324, 29.9601 | continuum - Doornkloof SP: -28.6324, 29.9601
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | continuum | KwaZulu-Natal |             5 | KZN            | Uthukela      |           523 | DC23           | Indaka               |               569 | KZN233             | Mthembu         |          569017 | Tugela Estates     |    569017013 |  1509 |       2 | -28.7464, 30.1570 | continuum - Tugela Estates: -28.7464, 30.1570
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | continuum | KwaZulu-Natal |             5 | KZN            | Uthukela      |           523 | DC23           | Umtshezi             |               570 | KZN234             | uMtshezi NU     |          570004 | uMtshezi NU        |    570004001 | 21618 |      17 | -28.7332, 30.0377 | continuum - uMtshezi NU: -28.7332, 30.0377
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | hea       | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | Nkandla              |               542 | KZN286             | Mhloshane       |          542125 | Mhloshane SP       |    542125001 |   717 |       2 | -28.7330, 30.7302 | hea - Mhloshane SP: -28.7330, 30.7302
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | continuum | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | Nkandla              |               542 | KZN286             | Ntembeni        |          542139 | Ntembeni SP        |    542139001 |   612 |       1 | -28.8441, 31.0798 | continuum - Ntembeni SP: -28.8441, 31.0798
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | continuum | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | uMlalazi             |               589 | KZN284             | Makhoni         |          589123 | Makhoni SP         |    589123001 |  1326 |       2 | -29.0425, 31.3166 | continuum - Makhoni SP: -29.0425, 31.3166
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | hea       | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | uMlalazi             |               589 | KZN284             | Silambo         |          589113 | Silambo SP         |    589113001 |  2556 |       4 | -28.9866, 31.1707 | hea - Silambo SP: -28.9866, 31.1707
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | both      | KwaZulu-Natal |             5 | KZN            | iLembe        |           559 | DC29           | Maphumulo            |               546 | KZN294             | Masiwela        |          546027 | Masiwela SP        |    546027001 |  4326 |       6 | -29.1111, 31.0823 | both - Masiwela SP: -29.1111, 31.0823
 59105: Thukela and Lebombo sparsely populated (ZATGL)              | hea       | KwaZulu-Natal |             5 | KZN            | iLembe        |           559 | DC29           | Maphumulo            |               546 | KZN294             | Nomahhala       |          546021 | Nomahhala SP       |    546021001 |    81 |       1 | -29.0577, 31.0394 | hea - Nomahhala SP: -29.0577, 31.0394
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Sisonke       |           543 | DC43           | Ubuhlebezwe          |               597 | KZN434             | Bhobhobho       |          597020 | Bhobhobho SP       |    597020001 |   474 |       1 | -30.1962, 30.3813 | continuum - Bhobhobho SP: -30.1962, 30.3813
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | UMgungundlovu |           522 | DC22           | Mkhambathini         |               567 | KZN226             | Egulube         |          567027 | Egulube SP         |    567027001 |   768 |       1 | -30.0405, 30.5224 | continuum - Egulube SP: -30.0405, 30.5224
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | UMgungundlovu |           522 | DC22           | Richmond             |               568 | KZN227             | Mbila           |          568016 | Mbila SP           |    568016001 |  2220 |       4 | -30.0704, 30.4883 | continuum - Mbila SP: -30.0704, 30.4883
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | UMgungundlovu |           522 | DC22           | The Msunduzi         |               566 | KZN225             | Zayeka          |          566014 | Zayeka SP          |    566014001 |  8742 |      11 | -29.6158, 30.2744 | continuum - Zayeka SP: -29.6158, 30.2744
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | UMgungundlovu |           522 | DC22           | uMngeni              |               563 | KZN222             | Cedarge         |          563016 | Cedarge SP         |    563016001 |  5874 |       7 | -29.5870, 30.1798 | continuum - Cedarge SP: -29.5870, 30.1798
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | UMgungundlovu |           522 | DC22           | uMshwathi            |               562 | KZN221             | Swidi           |          562017 | Swidi SP           |    562017001 |  1677 |       2 | -29.3775, 30.8693 | continuum - Swidi SP: -29.3775, 30.8693
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Ugu           |           521 | DC21           | Ezingoleni           |               505 | KZN215             | Blose           |          505009 | Blose SP           |    505009001 |   300 |       1 | -30.7084, 30.1185 | continuum - Blose SP: -30.7084, 30.1185
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Ugu           |           521 | DC21           | Hibiscus Coast       |               506 | KZN216             | Mgolemi         |          506011 | Mgolemi SP         |    506011001 |  9768 |       9 | -30.6257, 30.3634 | continuum - Mgolemi SP: -30.6257, 30.3634
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Ugu           |           521 | DC21           | UMuziwabantu         |               504 | KZN214             | Bhidla          |          504025 | Bhidla SP          |    504025001 |   693 |       1 | -30.6194, 30.1220 | continuum - Bhidla SP: -30.6194, 30.1220
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Ugu           |           521 | DC21           | Umzumbe              |               503 | KZN213             | Gumatane        |          503084 | Gumatane SP        |    503084001 |  1470 |       3 | -30.5283, 30.1243 | continuum - Gumatane SP: -30.5283, 30.1243
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Ugu           |           521 | DC21           | Vulamehlo            |               560 | KZN211             | Bhudubhudu      |          560025 | Bhudubhudu SP      |    560025001 |   675 |       2 | -30.1106, 30.5370 | continuum - Bhudubhudu SP: -30.1106, 30.5370
 59106: Coastal open access non-crop income (ZACNI)                 | hea       | KwaZulu-Natal |             5 | KZN            | Ugu           |           521 | DC21           | Vulamehlo            |               560 | KZN211             | Mkhunya         |          560029 | Mkhunya SP         |    560029001 |  2532 |       4 | -30.1435, 30.4476 | hea - Mkhunya SP: -30.1435, 30.4476
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Umkhanyakude  |           527 | DC27           | Jozini               |               583 | KZN272             | Bhambanani      |          583025 | Bhambanani SP      |    583025001 |  3417 |       6 | -27.1061, 32.1765 | continuum - Bhambanani SP: -27.1061, 32.1765
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Umkhanyakude  |           527 | DC27           | The Big 5 False Bay  |               584 | KZN273             | Mphakathini     |          584012 | Mphakathini SP     |    584012001 |  2082 |       3 | -27.9140, 32.4408 | continuum - Mphakathini SP: -27.9140, 32.4408
 59106: Coastal open access non-crop income (ZACNI)                 | both      | KwaZulu-Natal |             5 | KZN            | Umkhanyakude  |           527 | DC27           | Umhlabuyalingana     |               582 | KZN271             | Bangizwe        |          582070 | Bangizwe SP        |    582070001 |   360 |       1 | -27.3138, 32.4684 | both - Bangizwe SP: -27.3138, 32.4684
 59106: Coastal open access non-crop income (ZACNI)                 | hea       | KwaZulu-Natal |             5 | KZN            | Umkhanyakude  |           527 | DC27           | Umhlabuyalingana     |               582 | KZN271             | KwaMahlungula   |          582006 | KwaMahlungula SP   |    582006001 |   876 |       2 | -26.9044, 32.7581 | hea - KwaMahlungula SP: -26.9044, 32.7581
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Nqutu                |               575 | KZN242             | Bulolo          |          575136 | Bulolo SP          |    575136001 |   546 |       1 | -28.5877, 30.8113 | continuum - Bulolo SP: -28.5877, 30.8113
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Umvoti               |               577 | KZN245             | Eshane          |          577027 | Eshane SP          |    577027001 |  4905 |       6 | -29.1024, 30.8256 | continuum - Eshane SP: -29.1024, 30.8256
 59106: Coastal open access non-crop income (ZACNI)                 | hea       | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Umvoti               |               577 | KZN245             | Mkhize          |          577033 | Mkhize SP          |    577033001 |  3783 |       6 | -29.1802, 30.8716 | hea - Mkhize SP: -29.1802, 30.8716
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | Mfolozi              |               587 | KZN281             | Enhlabosini     |          587008 | Enhlabosini SP     |    587008001 |  6981 |       7 | -28.4552, 32.0862 | continuum - Enhlabosini SP: -28.4552, 32.0862
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | Mthonjaneni          |               590 | KZN285             | Bedlane         |          590030 | Bedlane SP         |    590030001 |   510 |       1 | -28.7187, 31.4168 | continuum - Bedlane SP: -28.7187, 31.4168
 59106: Coastal open access non-crop income (ZACNI)                 | both      | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | Nkandla              |               542 | KZN286             | Amatholamgele   |          542043 | Amatholamgele SP   |    542043001 |   771 |       1 | -28.5985, 30.9402 | both - Amatholamgele SP: -28.5985, 30.9402
 59106: Coastal open access non-crop income (ZACNI)                 | hea       | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | Nkandla              |               542 | KZN286             | Enyawoshana     |          542132 | Enyawoshana SP     |    542132001 |   444 |       1 | -28.7651, 31.2250 | hea - Enyawoshana SP: -28.7651, 31.2250
 59106: Coastal open access non-crop income (ZACNI)                 | hea       | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | Nkandla              |               542 | KZN286             | KwaChwezi       |          542004 | KwaChwezi A SP     |    542004001 |  1812 |       3 | -28.4272, 30.9589 | hea - KwaChwezi A SP: -28.4272, 30.9589
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | Ntambanana           |               588 | KZN283             | Esithombeni     |          588057 | Esithombeni SP     |    588057001 |  1584 |       1 | -28.7079, 31.8419 | continuum - Esithombeni SP: -28.7079, 31.8419
 59106: Coastal open access non-crop income (ZACNI)                 | hea       | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | Ntambanana           |               588 | KZN283             | Kumhlosheni     |          588002 | Kumhlosheni SP     |    588002001 |   141 |       1 | -28.4358, 31.6539 | hea - Kumhlosheni SP: -28.4358, 31.6539
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | uMhlathuze           |               538 | KZN282             | Empangeni       |          538015 | Mangeze            |    538015024 |  5796 |       4 | -28.8525, 31.8350 | continuum - Mangeze: -28.8525, 31.8350
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Uthungulu     |           528 | DC28           | uMlalazi             |               589 | KZN284             | Berea           |          589082 | Berea SP           |    589082001 |  1767 |       2 | -28.9042, 31.5009 | continuum - Berea SP: -28.9042, 31.5009
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Zululand      |           556 | DC26           | Abaqulusi            |               529 | KZN263             | Esidakeni       |          529027 | Esidakeni SP       |    529027001 |   426 |       1 | -28.0076, 31.3281 | continuum - Esidakeni SP: -28.0076, 31.3281
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Zululand      |           556 | DC26           | Nongoma              |               580 | KZN265             | Njampela A      |          580140 | Njampela A SP      |    580140001 |  1308 |       2 | -27.9624, 31.6731 | continuum - Njampela A SP: -27.9624, 31.6731
 59106: Coastal open access non-crop income (ZACNI)                 | hea       | KwaZulu-Natal |             5 | KZN            | Zululand      |           556 | DC26           | Ulundi               |               581 | KZN266             | Mavulusha       |          581103 | Mavulusha SP       |    581103001 |   360 |       1 | -28.2941, 31.2981 | hea - Mavulusha SP: -28.2941, 31.2981
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | Zululand      |           556 | DC26           | Ulundi               |               581 | KZN266             | Vezunyawo       |          581074 | Vezunyawo SP       |    581074001 |  2040 |       3 | -28.2517, 31.3838 | continuum - Vezunyawo SP: -28.2517, 31.3838
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | iLembe        |           559 | DC29           | KwaDukuza            |               592 | KZN292             | Mdlebeni        |          592004 | Gungu              |    592004001 |  3669 |       5 | -29.1788, 31.2937 | continuum - Gungu: -29.1788, 31.2937
 59106: Coastal open access non-crop income (ZACNI)                 | both      | KwaZulu-Natal |             5 | KZN            | iLembe        |           559 | DC29           | Mandeni              |               591 | KZN291             | Abashumi        |          591003 | Abashumi SP        |    591003001 |  1080 |       2 | -29.0220, 31.3878 | both - Abashumi SP: -29.0220, 31.3878
 59106: Coastal open access non-crop income (ZACNI)                 | continuum | KwaZulu-Natal |             5 | KZN            | iLembe        |           559 | DC29           | Maphumulo            |               546 | KZN294             | Dabangu         |          546087 | Dabangu SP         |    546087001 |  1773 |       2 | -29.3187, 31.0359 | continuum - Dabangu SP: -29.3187, 31.0359
 59106: Coastal open access non-crop income (ZACNI)                 | both      | KwaZulu-Natal |             5 | KZN            | iLembe        |           559 | DC29           | Ndwedwe              |               593 | KZN293             | Abejuti         |          593031 | Abejuti SP         |    593031001 |  3231 |       4 | -29.4464, 30.9861 | both - Abejuti SP: -29.4464, 30.9861
 59106: Coastal open access non-crop income (ZACNI)                 | hea       | KwaZulu-Natal |             5 | KZN            | iLembe        |           559 | DC29           | Ndwedwe              |               593 | KZN293             | Nobanga         |          593049 | Nobanga SP         |    593049001 |   948 |       2 | -29.5396, 30.7986 | hea - Nobanga SP: -29.5396, 30.7986
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Amajuba       |           555 | DC25           | Dannhauser           |               526 | KZN254             | Skombaren       |          526046 | Skombaren SP       |    526046001 |  3675 |       5 | -27.9576, 30.0239 | continuum - Skombaren SP: -27.9576, 30.0239
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Amajuba       |           555 | DC25           | Emadlangeni          |               525 | KZN253             | Emadlangeni NU  |          525002 | Emadlangeni NU     |    525002001 | 50922 |      76 | -27.6064, 30.2889 | continuum - Emadlangeni NU: -27.6064, 30.2889
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Amajuba       |           555 | DC25           | Newcastle            |               524 | KZN252             | Alcockspruit    |          524024 | Alcockspruit SP    |    524024001 |  2667 |       3 | -27.8995, 29.9929 | continuum - Alcockspruit SP: -27.8995, 29.9929
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Sisonke       |           543 | DC43           | Greater Kokstad      |               596 | KZN433             | Aloekop         |          596006 | Aloekop SP         |    596006001 |   891 |       1 | -30.6030, 29.5604 | continuum - Aloekop SP: -30.6030, 29.5604
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Sisonke       |           543 | DC43           | Ingwe                |               594 | KZN431             | Sikeshini       |          594058 | Sikeshini SP       |    594058001 |   627 |       1 | -29.9641, 30.0974 | continuum - Sikeshini SP: -29.9641, 30.0974
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Sisonke       |           543 | DC43           | Kwa Sani             |               595 | KZN432             | Mkhomazana      |          595006 | Mkhomazana SP      |    595006001 |   144 |       1 | -29.6790, 29.6527 | continuum - Mkhomazana SP: -29.6790, 29.6527
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Sisonke       |           543 | DC43           | Umzimkhulu           |               598 | KZN435             | KwaLori         |          598230 | KwaLori SP         |    598230001 |  1461 |       2 | -30.5498, 29.9089 | continuum - KwaLori SP: -30.5498, 29.9089
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | UMgungundlovu |           522 | DC22           | Impendle             |               565 | KZN224             | Willowbrook     |          565037 | Willowbrook SP     |    565037001 |   549 |       1 | -29.6649, 29.6843 | continuum - Willowbrook SP: -29.6649, 29.6843
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | UMgungundlovu |           522 | DC22           | Mpofana              |               564 | KZN223             | Thendele        |          564012 | Thendele SP        |    564012001 |  1119 |       1 | -29.3726, 29.6880 | continuum - Thendele SP: -29.3726, 29.6880
 59107: Inland open access livestock and other income (ZAOLO)       | both      | KwaZulu-Natal |             5 | KZN            | UMgungundlovu |           522 | DC22           | Richmond             |               568 | KZN227             | Kupholeni       |          568008 | Kupholeni SP       |    568008001 |  4302 |       5 | -29.8967, 30.2501 | both - Kupholeni SP: -29.8967, 30.2501
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | UMgungundlovu |           522 | DC22           | uMshwathi            |               562 | KZN221             | Mpolweni        |          562025 | Mpolweni SP        |    562025001 |  6369 |       8 | -29.4263, 30.4844 | continuum - Mpolweni SP: -29.4263, 30.4844
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Ugu           |           521 | DC21           | Hibiscus Coast       |               506 | KZN216             | Hibberdene      |          506002 | Fairview           |    506002005 |  1608 |       2 | -30.6044, 30.5319 | continuum - Fairview: -30.6044, 30.5319
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Endumeni             |               574 | KZN241             | Stratford       |          574005 | Stratford SP       |    574005001 |  2271 |       2 | -28.2048, 30.2794 | continuum - Stratford SP: -28.2048, 30.2794
 59107: Inland open access livestock and other income (ZAOLO)       | continuum | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Msinga               |               576 | KZN244             | Latha           |          576081 | Latha SP           |    576081001 |  2343 |       3 | -28.8539, 30.5476 | continuum - Latha SP: -28.8539, 30.5476
 59107: Inland open access livestock and other income (ZAOLO)       | both      | KwaZulu-Natal |             5 | KZN            | Umzinyathi    |           554 | DC24           | Umvoti               |               577 | KZN245             | Mpanza          |          577013 | Mpanza SP          |    577013001 |  2664 |       3 | -28.8946, 30.5541 | both - Mpanza SP: -28.8946, 30.5541
 59107: Inland open access livestock and other income (ZAOLO)       | both      | KwaZulu-Natal |             5 | KZN            | Uthukela      |           523 | DC23           | Emnambithi/Ladysmith |               514 | KZN232             | Ezakheni        |          514019 | Ezakheni SP        |    514019001 | 16044 |      27 | -28.5813, 29.8998 | both - Ezakheni SP: -28.5813, 29.8998
 59107: Inland open access livestock and other income (ZAOLO)       | hea       | KwaZulu-Natal |             5 | KZN            | Uthukela      |           523 | DC23           | Emnambithi/Ladysmith |               514 | KZN232             | Roosboom        |          514024 | Roosboom SP        |    514024002 | 11652 |      14 | -28.6436, 29.7093 | hea - Roosboom SP: -28.6436, 29.7093
